A,B,CW,DQ,DR,DR51,DR52,DR53,TOTfreq
A32,B45,CW6,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A32,B45,CW6,DQ7,DR4,NULL,NULL,DR53,2.00664e-05
A32,B49,CW7,DQ5,DR1,NULL,NULL,NULL,0.000120399
A32,B49,CW7,DQ7,DR11,NULL,DR52,NULL,0.000140465
A32,B49,CW7,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A32,B49,CW7,DQ8,DR4,NULL,NULL,DR53,0.000110365
A32,B50,CW2,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A32,B50,CW6,DQ2,DR7,NULL,NULL,DR53,0.000140465
A32,B51,CW1,DQ4,DR8,NULL,NULL,DR53,0.000130432
A32,B51,CW1,DQ6,DR13,NULL,DR52,NULL,7.02325e-05
A32,B51,CW1,DQ9,DR13,NULL,DR52,NULL,6.01993e-05
A32,B51,CW12,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A32,B51,CW14,DQ6,DR13,NULL,DR52,NULL,7.02325e-05
A32,B51,CW14,DQ6,DR15,DR51,NULL,NULL,0.000230764
A32,B51,CW15,DQ2,DR17,NULL,DR52,NULL,6.01993e-05
A32,B51,CW15,DQ4,DR8,NULL,NULL,DR53,6.01993e-05
A32,B51,CW15,DQ7,DR4,NULL,NULL,DR53,0.000130432
A32,B51,CW15,DQ8,DR4,NULL,NULL,DR53,0.000170565
A32,B51,CW16,DQ5,DR16,DR51,NULL,NULL,6.01993e-05
A32,B51,CW2,DQ5,DR1,NULL,NULL,NULL,2.00664e-05
A32,B51,CW2,DQ7,DR11,NULL,DR52,NULL,0.000120399
A32,B52,CW12,DQ6,DR15,DR51,NULL,NULL,0.000341129
A32,B52,CW12,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A32,B53,CW4,DQ6,DR13,NULL,DR52,NULL,0.000190631
A32,B55,CW1,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A32,B55,CW9,DQ6,DR15,DR51,NULL,NULL,9.02989e-05
A32,B55,CW9,DQ7,DR4,NULL,NULL,DR53,0.000120399
A32,B55,CW9,DQ8,DR4,NULL,NULL,DR53,0.000240797
A32,B56,CW1,DQ4,DR4,NULL,NULL,DR53,6.01993e-05
A32,B56,CW1,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A32,B57,CW6,DQ2,DR7,NULL,NULL,DR53,0.000120399
A32,B63,CW12,DQ5,DR16,DR51,NULL,NULL,6.01993e-05
A32,B63,CW7,DQ6,DR13,NULL,DR52,NULL,0.000110365
A32,B64,CW8,DQ2,DR7,NULL,NULL,DR53,0.003320993
A32,B64,CW8,DQ5,DR1,NULL,NULL,NULL,4.01328e-05
A32,B64,CW8,DQ5,DR14,NULL,DR52,NULL,6.01993e-05
A32,B64,CW8,DQ6,DR15,DR51,NULL,NULL,0.000160531
A32,B64,CW8,DQ7,DR12,NULL,DR52,NULL,7.02325e-05
A32,B64,CW8,DQ8,DR4,NULL,NULL,DR53,0.000170565
A32,B65,CW15,DQ5,DR1,NULL,NULL,NULL,2.00664e-05
A32,B65,CW15,DQ5,DR14,NULL,DR52,NULL,2.00664e-05
A32,B65,CW8,DQ2,DR17,NULL,DR52,NULL,5.0166e-05
A32,B65,CW8,DQ2,DR7,NULL,NULL,DR53,0.000110365
A32,B65,CW8,DQ5,DR1,NULL,NULL,NULL,0.000300996
A32,B65,CW8,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A32,B7,CW5,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A32,B7,CW7,DQ4,DR8,NULL,NULL,DR53,0.000130432
A32,B7,CW7,DQ5,DR1,NULL,NULL,NULL,0.000200664
A32,B7,CW7,DQ5,DR10,NULL,NULL,NULL,6.01993e-05
A32,B7,CW7,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A32,B7,CW7,DQ6,DR15,DR51,NULL,NULL,0.001033421
A32,B7,CW7,DQ8,DR4,NULL,NULL,DR53,0.000100332
A32,B8,CW7,DQ2,DR17,NULL,DR52,NULL,0.000923055
A32,B8,CW7,DQ6,DR15,DR51,NULL,NULL,2.00664e-05
A32,B8,CW7,DQ7,DR11,NULL,DR52,NULL,0.000130432
A32,B8,CW7,DQ8,DR4,NULL,NULL,DR53,0.000130432
A33,B13,CW6,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A33,B15,CW9,DQ7,DR11,NULL,DR52,NULL,0.000120399
A33,B18,CW5,DQ2,DR17,NULL,DR52,NULL,7.02325e-05
A33,B18,CW5,DQ7,DR17,NULL,DR52,NULL,6.01993e-05
A33,B18,CW7,DQ7,DR11,NULL,DR52,NULL,2.00664e-05
A33,B18,CW7,DQ8,DR4,NULL,NULL,DR53,2.00664e-05
A33,B35,CW4,DQ2,DR17,NULL,DR52,NULL,6.01993e-05
A33,B35,CW4,DQ7,DR11,NULL,DR52,NULL,0.000180598
A33,B44,CW2,DQ5,DR1,NULL,NULL,NULL,0.000130432
A33,B45,CW16,DQ2,DR9,NULL,NULL,DR53,6.01993e-05
A33,B50,CW6,DQ2,DR17,NULL,DR52,NULL,0.000130432
A33,B50,CW6,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A33,B51,CW15,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A33,B51,CW16,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A33,B53,CW4,DQ6,DR8,NULL,NULL,DR53,2.00664e-05
A33,B53,CW4,DQ7,DR11,NULL,DR52,NULL,2.00664e-05
A33,B53,CW4,DQ7,DR8,NULL,NULL,DR53,6.01993e-05
A33,B57,CW6,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A33,B57,CW7,DQ6,DR8,NULL,NULL,DR53,2.00664e-05
A33,B57,CW7,DQ7,DR11,NULL,DR52,NULL,2.00664e-05
A33,B58,CW10,DQ2,DR17,NULL,DR52,NULL,0.000130432
A33,B58,CW10,DQ5,DR14,NULL,DR52,NULL,6.01993e-05
A33,B58,CW10,DQ6,DR13,NULL,DR52,NULL,0.000441461
A33,B58,CW10,DQ7,DR11,NULL,DR52,NULL,2.00664e-05
A33,B58,CW10,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A33,B58,CW10,DQ8,DR4,NULL,NULL,DR53,2.00664e-05
A33,B65,CW8,DQ2,DR17,NULL,DR52,NULL,0.001073554
A33,B65,CW8,DQ2,DR7,NULL,NULL,DR53,0.000190631
A33,B65,CW8,DQ5,DR1,NULL,NULL,NULL,0.007454675
A33,B65,CW8,DQ5,DR16,DR51,NULL,NULL,6.01993e-05
A33,B65,CW8,DQ6,DR13,NULL,DR52,NULL,9.02989e-05
A33,B65,CW8,DQ6,DR15,DR51,NULL,NULL,0.000321063
A33,B65,CW8,DQ7,DR11,NULL,DR52,NULL,0.000130432
A33,B65,CW8,DQ7,DR12,NULL,DR52,NULL,0.000130432
A33,B65,CW8,DQ8,DR4,NULL,NULL,DR53,4.01328e-05
A34,B13,CW6,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A34,B37,CW6,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A34,B44,CW4,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A34,B44,CW5,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A34,B64,CW8,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A34,B7,CW4,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A34,B7,CW7,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A36,B15,CW12,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A66,B15,CW17,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A66,B35,CW17,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A66,B38,CW12,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A66,B41,CW17,DQ2,DR7,NULL,NULL,DR53,0.000150498
A66,B41,CW17,DQ4,DR8,NULL,NULL,DR53,6.01993e-05
A66,B41,CW17,DQ6,DR13,NULL,DR52,NULL,0.000230764
A66,B41,CW17,DQ6,DR15,DR51,NULL,NULL,7.02325e-05
A66,B41,CW17,DQ7,DR11,NULL,DR52,NULL,0.00025083
A66,B41,CW17,DQ7,DR13,NULL,DR52,NULL,0.001023387
A66,B41,CW17,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A66,B41,CW17,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A66,B44,CW4,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A66,B49,CW7,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A66,B49,CW7,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A66,B52,CW12,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A66,B52,CW12,DQ7,DR11,NULL,DR52,NULL,9.02989e-05
A66,B52,CW12,DQ7,DR8,NULL,NULL,DR53,4.01328e-05
A66,B65,CW8,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A66,B7,CW7,DQ6,DR15,DR51,NULL,NULL,7.02325e-05
A68,B13,CW6,DQ2,DR7,NULL,NULL,DR53,0.000140465
A68,B15,CW1,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A68,B15,CW10,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A68,B15,CW2,DQ4,DR4,NULL,NULL,DR53,2.00664e-05
A68,B15,CW2,DQ5,DR10,NULL,NULL,NULL,2.00664e-05
A68,B15,CW2,DQ7,DR11,NULL,DR52,NULL,2.00664e-05
A68,B15,CW2,DQ7,DR4,NULL,NULL,DR53,2.00664e-05
A68,B15,CW4,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A68,B15,CW4,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A68,B15,CW7,DQ5,DR103,NULL,NULL,NULL,6.01993e-05
A68,B15,CW9,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A68,B15,CW9,DQ5,DR14,NULL,DR52,NULL,4.01328e-05
A68,B15,CW9,DQ6,DR13,NULL,DR52,NULL,0.000180598
A68,B15,CW9,DQ6,DR15,DR51,NULL,NULL,0.000150498
A68,B15,CW9,DQ7,DR4,NULL,NULL,DR53,7.02325e-05
A68,B15,CW9,DQ8,DR4,NULL,NULL,DR53,0.000120399
A68,B18,CW12,DQ2,DR7,NULL,NULL,DR53,4.01328e-05
A68,B18,CW12,DQ5,DR16,DR51,NULL,NULL,6.01993e-05
A68,B18,CW12,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A68,B18,CW12,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A68,B18,CW12,DQ7,DR12,NULL,DR52,NULL,6.01993e-05
A68,B18,CW5,DQ2,DR17,NULL,DR52,NULL,8.02657e-05
A68,B18,CW5,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A68,B18,CW6,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A68,B18,CW7,DQ5,DR16,DR51,NULL,NULL,6.01993e-05
A68,B18,CW7,DQ6,DR13,NULL,DR52,NULL,3.00996e-05
A68,B18,CW7,DQ7,DR11,NULL,DR52,NULL,0.000130432
A68,B27,CW1,DQ4,DR8,NULL,NULL,DR53,5.0166e-05
A68,B27,CW1,DQ5,DR1,NULL,NULL,NULL,0.000351162
A68,B27,CW1,DQ6,DR13,NULL,DR52,NULL,4.01328e-05
A68,B27,CW1,DQ8,DR4,NULL,NULL,DR53,0.000180598
A68,B27,CW2,DQ4,DR8,NULL,NULL,DR53,6.01993e-05
A68,B27,CW2,DQ5,DR1,NULL,NULL,NULL,0.000110365
A68,B27,CW2,DQ5,DR16,DR51,NULL,NULL,6.01993e-05
A68,B27,CW2,DQ6,DR13,NULL,DR52,NULL,0.000210697
A68,B27,CW2,DQ6,DR15,DR51,NULL,NULL,0.000100332
A68,B27,CW2,DQ7,DR11,NULL,DR52,NULL,0.000160531
A68,B27,CW2,DQ8,DR4,NULL,NULL,DR53,0.000290963
A68,B27,CW7,DQ4,DR8,NULL,NULL,DR53,6.01993e-05
A68,B27,CW7,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A68,B35,CW12,DQ4,DR4,NULL,NULL,DR53,2.00664e-05
A68,B35,CW12,DQ7,DR4,NULL,NULL,DR53,2.00664e-05
A68,B35,CW12,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A68,B35,CW4,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A68,B35,CW4,DQ4,DR8,NULL,NULL,DR53,0.000210697
A68,B35,CW4,DQ5,DR1,NULL,NULL,NULL,0.000220731
A68,B35,CW4,DQ5,DR10,NULL,NULL,NULL,6.01993e-05
A68,B35,CW4,DQ5,DR16,DR51,NULL,NULL,6.01993e-05
A68,B35,CW4,DQ6,DR13,NULL,DR52,NULL,0.000240797
A68,B35,CW4,DQ6,DR15,DR51,NULL,NULL,0.000210697
A68,B35,CW4,DQ7,DR11,NULL,DR52,NULL,0.000431428
A68,B35,CW4,DQ7,DR4,NULL,NULL,DR53,0.000381262
A68,B35,CW4,DQ8,DR4,NULL,NULL,DR53,0.000612026
A68,B35,CW4,DQ8,DR8,NULL,NULL,DR53,0.00025083
A68,B35,CW4,DQ9,DR7,NULL,NULL,DR53,0.000120399
A68,B35,CW6,DQ7,DR13,NULL,DR52,NULL,6.01993e-05
A68,B35,CW7,DQ4,DR8,NULL,NULL,DR53,6.01993e-05
A68,B37,CW6,DQ6,DR13,NULL,DR52,NULL,0.000130432
A68,B37,CW6,DQ7,DR12,NULL,DR52,NULL,6.01993e-05
A68,B38,CW12,DQ2,DR7,NULL,NULL,DR53,0.000130432
A68,B38,CW12,DQ6,DR13,NULL,DR52,NULL,0.000120399
A68,B38,CW12,DQ8,DR4,NULL,NULL,DR53,0.000120399
A68,B39,CW12,DQ4,DR8,NULL,NULL,DR53,6.01993e-05
A68,B39,CW2,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A68,B39,CW7,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A68,B39,CW7,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A68,B39,CW9,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A68,B40,CW10,DQ2,DR17,NULL,DR52,NULL,0.000150498
A68,B40,CW10,DQ4,DR8,NULL,NULL,DR53,0.000130432
A68,B40,CW10,DQ5,DR1,NULL,NULL,NULL,8.02657e-05
A68,B40,CW10,DQ5,DR13,NULL,DR52,NULL,6.01993e-05
A68,B40,CW10,DQ6,DR13,NULL,DR52,NULL,0.001073554
A68,B40,CW10,DQ6,DR15,DR51,NULL,NULL,0.000180598
A68,B40,CW10,DQ7,DR11,NULL,DR52,NULL,0.000230764
A68,B40,CW10,DQ7,DR12,NULL,DR52,NULL,5.0166e-05
A68,B40,CW10,DQ7,DR4,NULL,NULL,DR53,0.000822723
A68,B40,CW10,DQ7,DR8,NULL,NULL,DR53,6.01993e-05
A68,B40,CW10,DQ8,DR4,NULL,NULL,DR53,0.00056186
A68,B40,CW15,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A68,B40,CW2,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A68,B40,CW3,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A68,B44,CW16,DQ2,DR7,NULL,NULL,DR53,0.00028093
A68,B44,CW16,DQ5,DR103,NULL,NULL,NULL,6.01993e-05
A68,B44,CW2,DQ5,DR1,NULL,NULL,NULL,2.00664e-05
A68,B44,CW2,DQ5,DR16,DR51,NULL,NULL,0.000140465
A68,B44,CW4,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A68,B44,CW4,DQ4,DR8,NULL,NULL,DR53,6.01993e-05
A68,B44,CW5,DQ4,DR8,NULL,NULL,DR53,0.000481594
A68,B44,CW5,DQ5,DR1,NULL,NULL,NULL,0.000110365
A68,B44,CW5,DQ5,DR14,NULL,DR52,NULL,6.01993e-05
A68,B44,CW5,DQ5,DR16,DR51,NULL,NULL,5.0166e-05
A68,B44,CW5,DQ6,DR13,NULL,DR52,NULL,0.00025083
A68,B44,CW5,DQ6,DR15,DR51,NULL,NULL,0.000190631
A68,B44,CW5,DQ7,DR103,NULL,NULL,NULL,6.01993e-05
A68,B44,CW5,DQ7,DR11,NULL,DR52,NULL,0.000300996
A68,B44,CW5,DQ7,DR4,NULL,NULL,DR53,0.000210697
A68,B44,CW7,DQ2,DR17,NULL,DR52,NULL,0.000110365
A68,B44,CW7,DQ2,DR7,NULL,NULL,DR53,9.02989e-05
A68,B44,CW7,DQ5,DR1,NULL,NULL,NULL,0.000381262
A68,B44,CW7,DQ5,DR14,NULL,DR52,NULL,0.000120399
A68,B44,CW7,DQ5,DR16,DR51,NULL,NULL,6.01993e-05
A68,B44,CW7,DQ6,DR13,NULL,DR52,NULL,0.000832756
A68,B44,CW7,DQ6,DR15,DR51,NULL,NULL,0.00031103
A68,B44,CW7,DQ7,DR11,NULL,DR52,NULL,0.001916343
A68,B44,CW7,DQ7,DR4,NULL,NULL,DR53,0.000160531
A68,B44,CW7,DQ8,DR4,NULL,NULL,DR53,0.000120399
A68,B44,CW7,DQ9,DR7,NULL,NULL,DR53,4.01328e-05
A68,B44,CW7,DQ9,DR9,NULL,NULL,DR53,4.01328e-05
A68,B48,CW8,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A68,B49,CW12,DQ7,DR11,NULL,DR52,NULL,3.00996e-05
A68,B49,CW7,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A68,B49,CW7,DQ6,DR17,NULL,DR52,NULL,6.01993e-05
A68,B49,CW7,DQ7,DR11,NULL,DR52,NULL,7.02325e-05
A68,B50,CW6,DQ2,DR17,NULL,DR52,NULL,6.01993e-05
A68,B50,CW6,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A68,B51,CW1,DQ7,DR11,NULL,DR52,NULL,0.000180598
A68,B51,CW1,DQ9,DR7,NULL,NULL,DR53,6.01993e-05
A68,B51,CW14,DQ2,DR17,NULL,DR52,NULL,6.01993e-05
A68,B51,CW14,DQ5,DR14,NULL,DR52,NULL,6.01993e-05
A68,B51,CW14,DQ5,DR15,DR51,NULL,NULL,6.01993e-05
A68,B51,CW14,DQ6,DR13,NULL,DR52,NULL,0.00053176
A68,B51,CW14,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A68,B51,CW15,DQ5,DR14,NULL,DR52,NULL,0.000190631
A68,B51,CW15,DQ6,DR13,NULL,DR52,NULL,0.000652159
A68,B51,CW15,DQ6,DR15,DR51,NULL,NULL,0.000321063
A68,B51,CW15,DQ7,DR11,NULL,DR52,NULL,0.000220731
A68,B51,CW15,DQ8,DR4,NULL,NULL,DR53,0.000200664
A68,B51,CW2,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A68,B51,CW2,DQ8,DR4,NULL,NULL,DR53,0.000110365
A68,B51,CW5,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A68,B51,CW5,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A68,B51,CW7,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A68,B52,CW12,DQ6,DR15,DR51,NULL,NULL,4.01328e-05
A68,B52,CW7,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A68,B53,CW4,DQ5,DR1,NULL,NULL,NULL,0.000190631
A68,B53,CW4,DQ6,DR13,NULL,DR52,NULL,0.00165548
A68,B53,CW4,DQ6,DR15,DR51,NULL,NULL,0.000130432
A68,B53,CW4,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A68,B55,CW7,DQ5,DR10,NULL,NULL,NULL,2.00664e-05
A68,B55,CW7,DQ7,DR11,NULL,DR52,NULL,2.00664e-05
A68,B55,CW9,DQ5,DR14,NULL,DR52,NULL,4.01328e-05
A68,B55,CW9,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A68,B55,CW9,DQ8,DR4,NULL,NULL,DR53,0.000120399
A68,B56,CW1,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A68,B56,CW1,DQ6,DR13,NULL,DR52,NULL,0.000130432
A68,B56,CW1,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A68,B57,CW18,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A68,B57,CW6,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A68,B57,CW6,DQ8,DR4,NULL,NULL,DR53,2.00664e-05
A68,B57,CW6,DQ9,DR7,NULL,NULL,DR53,1.00332e-05
A68,B57,CW7,DQ9,DR7,NULL,NULL,DR53,6.01993e-05
A68,B62,CW4,DQ5,DR10,NULL,NULL,NULL,6.01993e-05
A68,B64,CW8,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A68,B64,CW8,DQ6,DR15,DR51,NULL,NULL,7.02325e-05
A68,B64,CW8,DQ7,DR13,NULL,DR52,NULL,6.01993e-05
A68,B65,CW8,DQ2,DR17,NULL,DR52,NULL,6.01993e-05
A68,B65,CW8,DQ2,DR7,NULL,NULL,DR53,0.000130432
A68,B65,CW8,DQ5,DR1,NULL,NULL,NULL,0.001585247
A68,B65,CW8,DQ6,DR13,NULL,DR52,NULL,0.000190631
A68,B65,CW8,DQ7,DR11,NULL,DR52,NULL,0.000120399
A68,B65,CW8,DQ7,DR13,NULL,DR52,NULL,0.003441391
A68,B65,CW8,DQ7,DR4,NULL,NULL,DR53,7.02325e-05
A68,B65,CW8,DQ8,DR4,NULL,NULL,DR53,0.000190631
A68,B65,CW8,DQ9,DR7,NULL,NULL,DR53,0.000130432
A68,B7,CW15,DQ5,DR10,NULL,NULL,NULL,6.01993e-05
A68,B7,CW7,DQ5,DR1,NULL,NULL,NULL,7.02325e-05
A68,B7,CW7,DQ6,DR15,DR51,NULL,NULL,0.001073554
A68,B7,CW7,DQ7,DR11,NULL,DR52,NULL,0.000260864
A68,B7,CW7,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A68,B7,CW7,DQ9,DR7,NULL,NULL,DR53,6.01993e-05
A68,B7,CW7,DQ9,DR9,NULL,NULL,DR53,6.01993e-05
A68,B71,CW10,DQ7,DR8,NULL,NULL,DR53,6.01993e-05
A68,B71,CW7,DQ2,DR17,NULL,DR52,NULL,6.01993e-05
A68,B71,CW7,DQ5,DR1,NULL,NULL,NULL,2.00664e-05
A68,B71,CW7,DQ5,DR16,DR51,NULL,NULL,2.00664e-05
A68,B71,CW7,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A68,B71,CW7,DQ7,DR12,NULL,DR52,NULL,6.01993e-05
A68,B71,CW7,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A68,B8,CW4,DQ2,DR17,NULL,DR52,NULL,6.01993e-05
A68,B8,CW7,DQ2,DR17,NULL,DR52,NULL,0.001103653
A68,B8,CW7,DQ2,DR7,NULL,NULL,DR53,7.02325e-05
A68,B8,CW7,DQ6,DR15,DR51,NULL,NULL,0.000180598
A68,B8,CW7,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A69,B13,CW6,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A69,B55,CW1,DQ7,DR11,NULL,DR52,NULL,0.000511694
A69,B55,CW9,DQ6,DR15,DR51,NULL,NULL,0.000130432
A69,B65,CW8,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A74,B35,CW4,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
